id,labels
426817,0 3 5 8
97629,1 2 3 5 6
375173,0 3 5 8
230506,1 2 5 6 8
263003,1 2 3 5 6 7
428819,0 3 5 8
252077,6
204495,6
340719,1 2 3 5 6 8
188068,1 2 3 5 6 8
463520,1 2 3 5 6 8
240267,1 2 3 5 6 8
28291,1 2 3 5 6 8
11526,1 2 3 5 6 8
63602,1 2 3 5 6 8
194841,1 2 3 4 5 6 7
301258,1 2 3 4 5 6 7
81051,1 2 4 5 6 7
62344,3 8
46760,5 8
443078,2 8
361184,2 8
11130,2 8
155321,2 8
110670,2 8
357880,1 2 4 5 6 7
164924,1 2 4 5 6 7
364078,1 2 4 5 6 7
144493,1 2 4 5 6 7
419581,5 6 8
56129,0 3 8
425170,1 3 5 6 7
141046,1 3 5 6 7
222670,3 5 6 8
67104,2 3 5 6 7
105329,1 3 5 6
92852,1 2 3 4 5 6 7
443159,1 2 4 5 6 7
181055,1 2 4 5 6 7
14975,0 1 2 5 6 8
51432,0 1 2 5 6 8
256116,1 2 6 8
317627,1 2 6 8
441124,1 2 6 8
90111,1 2 3 5 6
466122,1 2 3 5 6
252209,1 2 3 5 6 7
344210,0 3 5 8
368939,1 2 5 6 8
286968,1 2 5 6 8
460589,1 2 4 5 6 7
7847,1 2 4 5 6 7
167349,0 2 3 8
72477,1 3 5 6
470560,1 3 5 6
296656,0 2 3 5 8
55317,0 2 3 5 8
246386,0 8
93678,0 8
302965,0 8
241208,0 8
257401,0 8
288566,0 8
245719,0 8
107286,0 2 3 5 8
459909,0 2 3 5 8
69068,0 2 3 5 8
76129,0 2 3 5 8
125545,0 2 3 5 8
11181,0 3 5 8
169083,0 3 5 8
234197,1 2 5 6 8
264193,3 6 8
47702,3 6 8
446431,3 6 8
391952,3 6 8
267754,3 6 8
63069,0 1 2 4 5 6 7
182207,1 2 4 5 6 7
351731,1 2 4 5 6 7
451892,1 2 4 5 6 7
13447,1 2 4 5 6 7
420882,1 2 4 5 6 7
404737,1 2 4 5 6 7
354479,1 2 4 5 6 7
402665,0 5 8
169065,0 3 5 8
110453,0 3 5 8
405613,0 3 5 8
225575,1 2 3 5 6
95637,0 3 5 8
17881,3 8
309689,2 3 5 6 8
440331,1 2 4 5 6 7
414424,3
309466,0 3 8
30171,0 3 8
13346,0 8
249025,0 8
297456,0 3 8
179774,0 3 5
148815,1 2 4 5 6
72447,1 2 4 5 6
36032,1 2 3 5 6 8
408065,2 5 6 8
324143,1 2 3 5 6 8
98968,1 2 3 5 6 8
161366,1 2 3 5 6 8
53588,1 2 3 5 6 8
197162,1 2 3 5 6 8
158313,1 2 3 5 6 8
419936,1 2 3 5 6 8
220219,1 2 3 5 6 8
181532,1 2 3 5 6 8
147635,1 2 3 5 6 8
201768,1 2 3 5 6 8
46467,1 2 3 5 6 8
124327,1 2 3 5 6 8
176550,0 3 8
25998,1 2 3 5 6 8
213763,0 3 8
383958,0 3 8
402863,0 3 8
330323,0 3 8
338891,0 3 8
106616,1 2 3 5 6 7
93730,1 2 4 5 6 7
320482,1 2 4 5 6 7
424950,1 2 4 5 6 7
233826,1 2 4 5 6 7
52161,1 2 4 5 6 7
138765,1 2 4 5 6 7
71449,1 2 4 5 6 7
352336,1 2 4 5 6 7
133050,1 2 4 5 6 7
178194,0 3 5 8
103340,0 3 5 8
277413,0 3 5 8
105462,0 3 5 8
439356,0 3 5 8
27505,0 3 5 8
112542,0 3 5 8
153643,0 3 5 8
5071,1 2 3 5 6
216095,0 3 8
433752,0 3 8
310966,1 2 4 5 6 7
199571,0 1 2 3 5 6 7
407379,0 1 2 3 5 6 7
13481,0 1 2 3 5 6 7
155527,0 1 2 3 5 6 7
55006,0 1 2 3 5 6 7
375323,0 1 2 3 5 6 7
163332,0 1 2 3 5 6 7
406387,0 1 2 3 5 6 7
101676,0 1 2 3 5 6 7
126796,0 1 2 3 5 6 7
71143,0 1 2 3 5 6 7
248826,0 1 2 3 5 6 7
150099,0 1 2 3 5 6 7
65411,0 8
305373,1 2 5 6 7
38653,1 2 5 6 7
343615,1 2 5 6 7
231833,2 8
363213,0 3 8
268302,0 1 5 8
40556,1 2 3 5 6 7
59216,1 2 3 5 6 7
441553,1 2 3 5 6 7
459231,6 8
126528,2 4 5 6
322688,5 6 8
122483,0 3 8
263486,2 5 6
15196,2 5 6
419070,2 5 6
100148,1 2 4 5 6 7
219704,1 3 6 8
398681,1 3 6 8
241206,1 3 6 8
383921,1 2 3 4 5 6 7 8
257202,0 3 8
166214,0 3 8
272792,0 3 8
118585,2 8
310786,0 3 8
237639,0 1 8
1729,0 1 8
52372,0 1 8
206321,0 1 8
61980,1 2 3 5 6 7
231910,0 1 8
133927,1 2 3 5 6 7
394749,1 2 3 5 6 7
300338,1 2 3 5 6 7
72927,1 2 3 5 6 7
118041,1 2 3 5 6 7
262779,0 1 8
170837,1 2 3 5 6 7
293112,1 2 3 5 6 7
1451,1 2 3 5 6 7
254762,1 2 3 5 6 7
165507,1 2 3 5 6 7
221475,1 2 3 5 6 7
396536,1 2 3 5 6 7
281168,1 2 3 5 6 7
328980,1 2 3 5 6 7
199688,1 2 3 5 6 7
285109,1 2 3 5 6 7
84708,1 2 3 5 6 7
314533,0 8
312759,1 2 3 4 5 6 7 8
288597,1 2 3 5 6 7
301624,3 8
21703,8
165486,0 1 2 3 6 8
352129,0 1 2 3 6 8
458355,0 1 2 3 6 8
256561,0 1 2 3 6 8
285000,1 2 3 4 5 6 7
57282,1 2 3 4 5 6 7
66587,6 8
55768,3 6 8
119620,3 5
413319,3 5
352447,3 5
332090,3 5
425669,3 5
132238,3 6 8
109916,3 6 8
118339,3 6 8
196331,3 6 8
14612,1 2 3 4 5 6 7
220133,1 2 3 4 5 6 7
400881,1 2 3 4 5 6 7
251124,1 2 3 4 5 6 7
406026,1 2 3 4 5 6 7
59443,1 2 3 4 5 6 7
457107,1 2 3 4 5 6 7
402232,1 2 3 4 5 6 7
266095,1 2 3 4 5 6 7
96029,1 2 3 4 5 6 7
36166,1 2 3 4 5 6 7
144157,1 2 3 4 5 6 7
2952,1 2 3 4 5 6 7
461129,1 2 3 4 5 6 7
381807,1 2 3 4 5 6
60319,1 2 3 4 5 6
299606,1 2 3 4 5 6
180640,1 2 3 4 5 6 7
21660,1 2 3 4 5 6 7
452625,1 2 3 4 5 6 7
154435,1 2 3 4 5 6 7
414601,8
250694,1 2 3 5 6 7
69105,1 2 4 5 6 7
435473,0 8
235767,1 2 3 4 5 6 7 8
155823,8
380327,6 8
314008,1 2 4 5 6 7
67256,1 2 4 5 6 7
6874,1 2 4 5 6 7
394985,1 2 4 5 6 7
228040,1 2 4 5 6 7
354440,1 2 4 5 6 7
77264,1 2 4 5 6 7
410883,1 2 4 5 6 7
80051,1 2 4 5 6 7
129731,3 8
77015,1 2 5 6 7 8
262587,1 2 5 6 7 8
72890,1 2 6 8
377645,1 2 6 8
194982,1 2 6 8
49866,1 2 4 5 6 7
107296,1 2 4 5 6 7
446072,1 2 4 5 6 7
253227,1 2 4 5 6 7
330353,0 1 2 3 4 5 6
453863,0 1 2 3 4 5 6
241627,3 8
386584,1 2 3 4 6
31871,1 2 5 6 8
354180,1 2 3 4 5 6
226585,0 3 8
366026,1 2 3 4 5 6
392464,1 3 6 8
97694,1 3 6 8
201352,1 2 3 5 6
48748,1 2 4 5 6
151440,0 3 8
94362,0 3 8
140982,1 2 4 5 6
91586,0 3 8
131389,1 2 4 5 6
312866,1 2 4 5 6
185606,1 2 4 5 6
196358,3 8
453957,1 2 4 5 6
322013,1 2 4 5 6
104626,1 2 4 5 6
130583,1 2 4 5 6
219497,1 2 4 5 6
361962,0 1 2 3 5 6 8
460400,1 2 4 5 6
181168,1 2 4 5 6
310985,0 1 3 8
203140,0 3 8
41341,1 2 4 5 6
295616,0 1 2 3 5 6 8
245306,1 2 4 5 6
62185,1 2 3 5 6 7
248514,1 2 3 5 6 7
428530,1 2 3 5 6 7
208728,1 2 3 5 6 7
139350,1 2 4 5 6 7
240593,1 2 4 5 6 7
148111,1 2 4 5 6 7 8
193630,1 2 4 5 6
120521,1 2 4 5 6
383194,1 2 4 5 6 7
404474,1 2 4 5 6 7
75511,1 2 4 5 6 7
85268,1 2 4 5 6 7
436210,1 2 4 5 6 7
143730,1 2 4 5 6 7
74072,1 2 4 5 6 7
356548,0 3 8
40233,0 3 8
85386,0 3 8
185458,0 3 8
315891,0 3 8
153996,0 3 8
117619,0 3 8
193590,0 3 8
250386,0 3 8
29823,0 3 8
196636,0 3 8
227798,0 3 8
227121,0 8
432792,1 2 4 5 6 7
461370,1 2 4 5 6 7
325226,1 2 4 5 6
312834,3 5
112711,1 5
64872,1 5
200734,3 8
120868,0 2 3 4 5 6 7 8
43329,1 2 3 5 6 7
76607,8
184557,1 2 3 5 6 7
374827,1 2 3 5 6 7
56439,0 3 5 6 8
214133,1 2 5 6 8
52159,1 2 5 6 8
173354,1 2 5 6 8
365312,6 8
211727,6 8
179789,0 3 8
149479,0 3 8
289286,6 8
126763,3 8
252118,1 2 3 5 6 7 8
91930,1 2 3 5 6 7 8
166183,3 6 8
297919,3 6 8
253284,6 8
72039,2 3 8
389633,2 3 8
121348,2 3 8
91532,0 3 8
86779,8
321256,3 8
320450,1 2 4 5 6
66551,3 8
456302,1 2 4 5 6
399916,0 1 2 5 6 7
327448,1 2 5 6 7
185756,1 2 5 6 7
422926,1 2 5 6 8
322693,1 2 5 6 8
302592,0 3 8
250763,0 3 8
29414,1 2 5 6 7
96709,3 8
277446,1 2 3 4 5 6 7
212853,1 2 3 4 5 6 7
75668,3 8
108307,3 8
101915,1 2 3 4 5 6 7
263682,1 2 3 4 5 6 7
253895,1 2 3 4 5 6 7
183310,1 2 3 4 5 6 7
130663,0 3 8
313864,0 3 8
15299,0 3 8
179922,0 3 8
63152,0 3 8
299869,0 3 8
118623,1 2 3 4 5 6 7
40040,3 5 8
16287,3 5 8
239122,0 3 5 8
86454,1 2 3 4 5 6 7
17675,0 3 5 8
150119,0 3 5 8
96904,2 3 8
38157,2 3 8
318049,1 2 5 6 8
316118,1 2 3 4 5 6 7
108233,1 2 3 4 5 6 7
76996,1 2 3 4 5 6 7
104825,1 2 4 5 6 7
436636,1 2 4 5 6 7
37720,1 2 4 5 6 7
342576,3 5 8
72898,1 2 4 5 6 7
463957,1 2 3 4 6
230740,1 2 3 4 6
368992,1 2 3 4 6
367689,1 2 3 4 6
387322,1 2 3 4 6
149825,1 2 3 4 6
259248,5 6 8
76409,2 3 5 6 7
177841,1 2 4 5 6 7
461619,1 2 4 5 6 7
141309,1 2 4 5 6 7
261979,1 2 4 5 6 7
323159,1 2 4 5 6 7
87057,1 2 4 5 6 7
216892,1 2 4 5 6 7
435296,1 2 4 5 6 7
176935,1 2 4 5 6 7
329200,1 2 4 5 6 7
232959,0 1 2 5 6 8
292224,1 2 4 5 6 7
48454,1 2 4 5 6 7
310181,1 2 4 5 6 7
96907,1 2 4 5 6 7
311858,1 2 4 5 6 7
40060,0 1 2 5 6 8
421311,1 2 3 4 5 6
338889,1 2 3 4 5 6
143167,1 2 4 5 6
186378,1 2 4 5 6
428347,1 2 4 5 6
33162,1 2 4 5 6
73275,1 2 3 4 5 6 7
3918,1 2 3 4 5 6 7
414732,1 2 4 5 6
396106,1 2 3 4 5 6 7
430301,1 2 3 4 5 6 7
208933,1 2 3 4 5 6 7
79621,1 2 4 5 6
172906,2 3 5 6
182469,1 2 4 5 6
57854,1 2 4 5 6 7
202666,1 2 4 5 6
213968,8
340686,3 6 8
240461,1 2 3 4 5 6
352283,1 2 4 5 6 7
238282,1 2 4 5 6 7
407265,1 2 4 5 6 7
271065,1 2 4 5 6 7
206581,1 2 4 5 6 7
66906,1 2 4 5 6 7
378992,1 2 4 5 6 7
156091,1 2 4 5 6 7
444489,1 2 4 5 6 7
228820,1 2 4 5 6 7
463099,1 2 4 5 6 7
180125,1 2 4 5 6 7
45392,1 2 4 5 6 7
94311,1 2 4 5 6 7
275831,1 2 4 5 6 7
114287,1 2 4 5 6 7
369730,1 2 4 5 6 7
140543,1 2 4 5 6 7
361003,1 2 4 5 6 7
392426,1 2 4 5 6 7
200853,1 2 4 5 6 7
75541,1 2 4 5 6 7
14760,1 2 4 5 6 7
310662,1 2 4 5 6 7
156012,1 2 4 5 6 7
360858,1 2 4 5 6 7
396073,1 2 4 5 6 7
458640,1 2 4 5 6 7
8179,1 2 4 5 6 7
149895,1 2 4 5 6 7
314428,1 2 4 5 6 7
427715,1 2 4 5 6 7
430458,1 2 4 5 6 7
308348,1 2 4 5 6 7
126154,1 2 4 5 6 7
424140,1 2 4 5 6 7
35861,1 2 4 5 6 7
191352,1 2 4 5 6 7
391354,1 2 4 5 6 7
258369,1 2 4 5 6 7
452939,1 2 4 5 6 7
433005,1 2 4 5 6 7
245094,1 2 4 5 6 7
274933,0 3 8
353552,1 2 3 5 6
396793,0 3 6 8
95994,3 8
211504,0 3 5
69686,0 3 5
39410,1 2 4 5 6 7
227226,1 2 4 5 6 7
152721,1 2 4 5 6 7
402113,1 2 4 5 6 7
379509,1 2 4 5 6 7
203760,1 2 4 5 6 7
319853,1 2 4 5 6 7
380058,1 2 4 5 6 7
312616,1 2 4 5 6 7
76309,1 2 4 5 6 7
250059,1 5 6
290103,1 5 6
162479,1 5 6
185266,1 5 6
221070,1 5 6
276713,3 8
255572,3 8
224058,3 8
198985,3 8
432632,1 2 3 4 5 6
266164,1 2 3 4 5 6
169861,1 2 3 4 5 6
304884,1 2 3 4 5 6
332412,1 2 3 4 5 6
7634,1 2 3 4 5 6
264356,1 2 3 4 5 6
391360,1 2 3 4 5 6
368965,1 2 3 4 5 6
423892,1 2 3 4 5 6
455340,1 2 3 4 5 6
351538,1 2 3 4 5 6
239143,1 2 3 4 5 6
469534,1 2 3 4 5 6
407427,1 2 3 4 5 6
454365,1 2 3 4 5 6
327669,1 2 3 4 5 6
276988,1 2 3 4 5 6
229166,1 2 3 4 5 6
154487,1 2 3 4 5 6
228925,0 8
99196,0 8
457082,0 8
276902,0 8
350143,0 8
32395,0 8
103704,0 8
419064,1 2 4 5 6
153791,3 8
27243,3 8
387702,1 2 3 4 5 6 7
182781,1 2 3 4 5 6 7
438490,1 2 3 4 5 6 7
120120,1 2 3 4 5 6 7
233575,6 8
289878,6 8
10333,1 2 3 4 5 6 7
185236,0 2 3 4 5 6 7 8
134953,1 2 3 5 6
451869,1 2 4 5 6 7 8
281972,1 2 4 5 6 7 8
235514,1 2 4 5 6 7 8
463732,6 8
42039,6 8
125579,8
46752,8
345508,8
263391,1 2 3 4 5 6 7
460403,0 1 3 5 6 8
150399,0 1 3 5 6 8
159459,1 2 4 5 6
206802,0 3 6
220374,0 3 6
155159,0 2 5 6 8
209554,0 8
311958,0 2 5 6 8
201989,0 2 5 6 8
145511,0 2 5 6 8
48015,0 2 5 6 8
460348,3 6 8
155487,1 2 4 5 6
240687,1 2 4 5 6
56817,1 2 4 5 6
461707,1 2 4 5 6
420569,1 2 3 4 5 6 7
172456,1 2 3 4 5 6 7
172202,1 2 3 4 5 6 7
289849,2 5 6
88922,1 2 3 4 5 6 7
61514,2 5 6
407993,1 2 4 5 6
204288,1 2 3 4 5 6 7
408540,1 2 3 4 5 6 7 8
246571,1 2 3 4 5 6 7 8
149144,1 2 3 4 5 6 7 8
10835,1 2 3 4 5 6 7 8
382044,1 2 3 4 5 6 7 8
148743,1 2 3 4 5 6 7 8
106442,1 2 3 4 5 6 7 8
223412,1 2 4 5 6 7
172504,1 2 4 5 6 7
398794,1 2 4 5 6 7
116739,6 8
34152,1 2 3 4 5 6 7
192216,3 6 8
279573,1 2 3 4 5 6 7
196730,0 3 6 8
362113,1 2 4 5 6 7
266539,1 2 4 5 6 7
448758,1 2 4 5 6 7
384537,3 6 8
85302,3 6 8
240897,3 6 8
189296,0 3 5 6
150414,3 6 8
8889,6 8
434414,6 8
149934,2 3 5 6
429598,3 8
438021,3 8
406910,3 8
190769,6
173986,6
284420,6
400671,1 2 3 4 5 6
256549,1 2 3 4 5 6
147947,1 2 3 4 5 6
3831,1 2 3 4 5 6
449862,1 2 3 4 5 6 7
48568,0 3 5 8
127590,0 3 5 8
196198,1 2 3 6 7
183279,1 2 3 6 7
257380,1 2 3 6 7
183600,1 2 3 5 6 7
310447,0 3 5
451991,0 3 5
245556,0 8
358249,0 8
156381,8
273428,8
448108,1 2 5 6
282938,1 2 5 6
330943,1 2 5 6
404261,1 2 3 4 5 6 7
445329,1 2 3 4 5 6 7
297556,1 2 5 6
407008,1 2 4 5 6 7
157337,1 2 4 5 6 7
42108,1 2 4 5 6 7
326547,1 2 4 5 6 7
135253,1 2 4 5 6
266870,1 2 4 5 6
262379,1 2 4 5 6
154390,6 8
240221,1 2 4 5 6
135403,1 2 5 6 7 8
186916,1 2 5 6 8
89360,1 2 5 6 8
323886,1 2 4 5 6
176718,1 2 3 4 5 6
120612,1 2 3 4 5 6
442252,1 2 3 4 5 6
376910,1 2 4 5 6
163434,1 2 3 4 5 6
182315,1 2 4 5 6
187502,1 2 3 4 5 6
222518,1 2 3 4 5 6
48403,1 2 3 4 5 6
423209,3 5 6
231019,3 8
356823,1 2 4 5 6
430029,1 2 4 5 6 7
233691,1 2 4 5 6 7
159926,1 2 4 5 6 7
357174,0 1 2 3 5 6 8
365459,0 3 5 8
386276,0 1 2 3 5 6 8
201491,1 5 6
444285,1 5 6
425941,1 5 6
248515,1 5 6
168236,1 5 6
278196,1 2 3 5 6 7
337400,1 2 3 5 6 7
328491,1 2 3 5 6 7
183594,1 2 3 5 6 7
332516,1 2 3 5 6 7
27890,1 2 3 5 6 7
218537,1 2 3 5 6 7
369420,0 2 8
263887,6 8
376753,0 1 2 3 5 6 8
185743,1 2 4 5 6
444352,1 2 3 4 5 6
179482,1 2 3 4 5 6
234235,1 2 3 4 5 6
226039,5 8
202868,5 8
313268,0 3 5 6 8
117926,1 2 3 4 5 6
469333,3 6 8
390697,0 1 2 4 5 6 8
24176,1 2 3 4 5 6
195481,3 8
61542,1 2 3 4 5 6 7
292592,1 2 3 4 5 6 7
445718,1 2 3 4 5 6 7
427584,1 2 3 4 5 6 7
323999,1 2 3 4 5 6 7
53857,1 2 3 4 5 6 7
2263,1 2 3 4 5 6 7
398918,1 2 3 4 5 6 7
62331,1 2 3 4 5 6 7
73259,1 2 3 4 5 6 7
357786,1 2 3 4 5 6 7
320798,1 2 3 4 5 6 7
294418,1 2 3 4 5 6 7
114682,1 2 3 4 5 6 7
322342,1 2 3 4 5 6 7
301812,1 2 3 5 6 7
354491,0 3 5 8
239597,1 2 5 6 7
110996,1 4 5 6 7
102849,0 3 5 8
386400,0 3 5 8
162767,3 5
49221,1 2 3 4 5 6 7
106929,1 2 3 4 5 6 7
112039,1 2 3 4 5 6 7
216540,1 2 3 4 5 6 7
218019,3 8
260321,0 3 8
276098,0 3 8
271613,0 3 8
213163,2 3 5 6 8
102564,0 1 2 5 6 8
275107,2 3 5 6 8
381301,0 1 2 5 6 8
326779,0 1 8
103627,0 3 8
224655,1 2 4 5 6 7
468155,1 2 4 5 6 7
205200,1 2 4 5 6 7
259534,1 2 4 5 6 7
274199,1 2 4 5 6 7
12946,1 2 4 5 6 7
435520,1 2 4 5 6 7
177619,1 2 4 5 6 7
450239,1 2 4 5 6 7
124895,1 2 4 5 6 7
133308,1 2 4 5 6 7
11159,1 2 4 5 6 7
282833,1 2 4 5 6 7
194,1 2 4 5 6 7
261279,0 3 8
423685,2 3 5 6
81184,1 2 4 5 6 7
21012,1 2 4 5 6 7
390622,1 2 4 5 6 7
164219,1 2 4 5 6 7
366480,1 3 6 8
85978,0 6 8
301761,0 6 8
231173,5 6 8
157883,5 6 8
217114,1 2 4 5 6 7
318366,1 2 4 5 6 7
204589,1 2 4 5 6 7
88636,1 2 4 5 6 7
406846,1 2 4 5 6 7
308978,1 2 4 5 6 7
240527,1 2 4 5 6 7
434600,1 2 3 4 5 6 7
407361,1 2 3 4 5 6 7
105716,1 2 3 4 5 6 7
11380,1 2 3 4 5 6 7
251960,1 2 3 4 5 6 7
110774,0 8
306539,1 2 3 4 5 6 8
401307,1 2 3 4 5 6 8
225191,1 2 3 4 5 6 8
177855,1 2 3 4 5 6 8
209293,1 2 3 4 5 6 7
299889,1 2 3 4 5 6 7
114769,1 2 3 4 5 6 7
272571,1 2 3 4 5 6 8
388456,1 2 3 4 5 6 7
168827,1 2 3 4 5 6 7
455150,1 2 3 4 5 6 7
116117,1 2 3 4 5 6
180515,1 2 4 5 6 7
129405,1 2 4 5 6 7
39094,1 2 4 5 6 7
28850,1 2 4 5 6 7
251683,1 2 4 5 6 7
120382,1 2 4 5 6 7
7350,1 2 4 5 6 7
217962,1 2 3 5 6 7
33306,1 2 4 5 6 7
140059,1 2 3 5 6 7
322832,1 2 4 5 6 7
16714,1 2 3 5 6 7
15735,1 2 4 5 6 7
350508,1 2 4 5 6 7
9295,3 8
44226,1 2 4 5 6 7
199602,3 8
258519,1 2 4 5 6 7
178361,1 2 4 5 6 7
84626,1 2 4 5 6 7
15384,3 8
384602,0 8
307662,0 8
468355,0 8
260313,0 8
215044,1 2 3 4 5 6 7 8
111733,1 2 3 4 5 6 7 8
77400,1 2 4 5 6 7
328942,1 2 4 5 6 7
434461,1 2 4 5 6 7
242290,1 2 4 5 6 7
117807,1 2 4 5 6 7
319809,0 8
352957,0 8
371232,0 8
176121,0 8
423262,0 8
268628,0 8
232126,0 6 8
471174,1 2 3 4 5 6
126351,1 2 3 4 5 6
439080,1 2 3 4 5 6 7 8
47249,1 2 3 4 5 6 7 8
211398,1 2 3 4 5 6 7 8
321720,1 2 3 4 5 6 7 8
21129,1 2 3 4 5 6 7 8
371657,1 2 3 4 5 6 7 8
325677,0 1 2 6 8
50558,0 3 8
136515,1 2 3 4 5 6 7
426552,5 8
219111,5 8
433115,1 2 6 7
118701,1 2 6 7
205613,1 2 6 7
387684,5 8
151342,5 8
131464,5 8
176012,5 8
51431,1 2 4 5 6 7 8
403515,2 3 5 6
125994,6 8
334330,1 2 3 5 6 8
373222,8
374129,1 2 4 5 6
312364,1 2 4 5 6
333643,8
125563,1 2 5 6 8
352640,1 2 5 6 8
182844,2 3 5 6
454360,2 3 5 6
379493,0 5 8
464796,2 3 5 6
76784,2 3 5 6
292448,2 3 5 6
456893,0 1 3 8
182167,0 3 8
349431,1 2 5 6
90044,0 2 3 5 8
80264,1 2 5 6
324285,0 2 3 5 8
170441,1 2 5 6
223867,1 2 5 6
15297,6 8
356976,6 8
345723,6 8
416177,6 8
232684,6 8
195983,1 2 3 5 6 7 8
202120,8
247759,3 8
247109,3 8
257028,1 2 3 4 5 6 7
30776,3 8
201147,1 2 5 6 8
85670,1 2 3 4 6
410866,1 2 3 5 6
229755,1 2 3 4 6
283392,0 6 8
92385,1 2 5 6 8
134641,1 2 5 6 8
433930,1 2 5 6 8
246254,1 2 4 5 6 8
30366,1 2 5 6 8
99715,1 2 4 5 6 8
150323,1 2 5 6 8
21235,0 6 8
328794,1 2 3 4 5 6 7 8
341324,1 2 3 4 5 6 7 8
194585,1 2 3 4 5 6 7 8
122059,1 2 3 4 5 6 7 8
307293,2 3 5 6 7
425059,2 3 5 6 7
48430,2 3 5 6 7
235939,1 2 3 4 5 6 7 8
329835,1 2 3 4 5 6 7 8
47057,1 2 4 5 6 7
264772,1 2 4 5 6 7
469579,1 2 4 5 6 7
402888,1 2 3 4 5 6 7
459213,1 2 4 5 6 7
449118,1 2 4 5 6 7
33674,1 2 4 5 6 7
7671,0 8
316393,1 2 4 5 6 7
168279,0 8
274671,0 3 8
118360,0 3 8
186592,0 3 8
446861,0 3 8
242963,0 3 8
176850,0 3 8
100549,0 3 8
85912,0 3 8
176143,0 3 8
51175,0 3 8
324941,1 5 6
122965,2 3 5 6
456715,1 2 3 4 5 6
393704,2 3 5 6
264747,2 3 5 6
173984,2 3 5 6
18664,2 3 5 6
402254,3
171305,3
111262,0 2 3 5 6
103089,0 2 3 5 6
236903,0 2 3 5 6
232489,0 2 3 5 6
44304,0 2 3 5 6
428886,1 2 4 5 6 7
379418,1 2 4 5 6 7
193907,1 2 4 5 6 7
405984,1 2 4 5 6 7
145491,1 2 4 5 6
444356,1 2 4 5 6 7
404811,1 2 4 5 6 7
257711,1 2 4 5 6 7
46158,6 8
66793,3 5 6 8
52478,1 2 5 6
356788,2 8
371778,2 8
357350,1 2 5 6
167791,1 2 5 6
259345,1 2 5 6
346838,1 2 5 6
165990,3 5 6 8
357454,3 5 6 8
289891,1 2 3 4 5 6 7
148545,1 2 3 4 5 6 7
95634,1 2 3 4 5 6 7
58703,1 2 3 4 5 6 7
92335,1 2 3 4 5 6 7
459481,1 2 3 4 5 6 7
402840,1 2 4 5 6 7
40655,1 2 4 5 6 7
141749,1 2 4 5 6 7
182732,1 2 4 5 6 7
332836,0 3 8
465048,0 3 8
446837,0 3 8
6927,0 3 8
360783,1 2 5 6
296456,1 2 5 6
453369,1 2 5 6
260387,1 2 5 6
405867,1 2 5 6
47042,2 6 8
197325,2 6 8
387052,2 6 8
10433,1 2 4 5 6 7
292823,1 2 4 5 6 7
188119,0 8
37816,0 3 8
82221,1 2 4 5 6 7
249209,1 2 4 5 6 7
358250,1 2 4 5 6 7
237631,1 2 4 5 6 7
421139,3 5 6
138954,0 3 8
248789,1 4 5 6 7
387529,1 2 3 4 5 6
259132,1 4 5 6 7
2180,1 4 5 6 7
195928,1 2 4 5 6 7 8
324301,1 2 4 5 6 7 8
37038,1 2 3 4 5 6
52015,0 5 8
277498,1 4 5 6 7
331125,1 4 5 6 7
57334,1 4 5 6 7
268464,1 2 3 4 5 6 8
362192,3 5 6 7 8
335707,1 4 5 6 7
81547,1 2 5 6 7 8
222178,1 2 3 4 5 6 7
352091,3 6 8
263089,3 6 8
102430,0 3 8
288432,0 3 8
96582,1 2 3 5 6 7
160544,1 2 3 5 6
219044,3 5 6
55497,1 5 6
21473,1 5 6
200328,1 5 6
400672,1 5 6
439100,1 5 6
247693,3 6 8
225792,5 8
183164,5 8
149852,0 8
71819,1 2 3 4 5 6 7
470444,0 3 5 8
5840,0 3 5 8
48365,1 2 5 6
11544,0 5 6 8
242392,0 5 6 8
321130,0 5 6 8
82616,0 5 6 8
149425,0 5 6 8
135894,0 5 6 8
237447,1 5 6
205511,1 2 3 4 5 6 7
270949,1 2 3 4 5 6 7
233004,1 2 5 6 8
46920,1 2 5 6 8
260507,1 2 5 6 8
347007,1 2 3 4 5 6
275213,2 4 5 6
115492,0 3 8
97756,0 3 8
177210,0 3 8
307804,0 3 8
723,0 3 8
114875,0 3 8
357768,2 4 5 6
233790,1 4 5 6 8
36110,1 4 5 6 8
451871,1 4 5 6 8
279111,1 4 5 6 8
5117,5 6 8
158575,1 4 5 6 8
358011,1 4 5 6 8
252395,2 3 5 6
23996,2 3 5 6
123515,2 3 5 6
206197,2 3 5 6
51752,2 3 5 6
199180,2 3 5 6
70500,2 3 5 6
20518,2 3 5 6
322212,1 2 4 5 6 7
267483,1 2 4 5 6 7
152861,1 2 4 5 6 7
158249,1 2 4 5 6 7
7880,2 4 5 6
40708,2 4 5 6
73828,6 8
391007,6 8
411657,0 3 8
315635,0 3 8
365172,0 3 8
437508,0 3 8
349763,0 3 8
429934,0 3 8
312864,0 3 8
117238,0 3 8
464052,0 1 3 8
459657,0 1 3 8
152611,1 2 4 5 6
189412,1 2 4 5 6
331169,1 2 4 5 6 7
209187,1 2 4 5 6 7
389787,0 1 2 3 4 5 6
231000,1 2 4 5 6 7
323552,0 1 2 3 4 5 6
17834,0 1 2 3 4 5 6
51979,0 1 2 3 4 5 6
96643,0 3 8
369481,5 8
343314,1 2 4 5 6
394724,1 2 4 5 6 7
392114,1 2 4 5 6 7
277796,1 2 4 5 6 7
